wage,educ,exper,age,sex,race,married,union,sector,overtime,economy
25.19,14.0,23.0,40.0,male,asian,no,no,manufacturing,no,Manufacturing
28.62,17.0,18.0,46.0,male,black,no,no,services,no,Healthcare
24.9,14.0,5.0,22.0,female,hispanic,yes,no,services,no,Services
12.8,14.0,7.0,26.0,female,white,yes,no,services,no,Education
21.73,14.0,30.0,44.0,male,white,yes,no,other,no,Healthcare
14.72,13.0,13.0,30.0,male,black,no,no,services,yes,Services
15.12,10.0,14.0,30.0,male,hispanic,no,no,services,yes,Services
24.91,16.0,23.0,47.0,female,white,yes,yes,services,no,Services
23.24,15.0,27.0,48.0,male,white,yes,no,manufacturing,no,Manufacturing
20.12,15.0,12.0,42.0,male,white,no,no,manufacturing,no,Manufacturing
21.23,13.0,22.0,44.0,male,black,no,yes,other,no,Government
24.38,15.0,24.0,53.0,female,asian,yes,no,services,no,Healthcare
29.63,17.0,11.0,37.0,male,asian,yes,no,manufacturing,no,Manufacturing
24.01,16.0,13.0,33.0,male,white,yes,no,manufacturing,no,Manufacturing
12.65,10.0,14.0,37.0,male,white,yes,no,other,no,Healthcare
10.0,12.0,6.0,24.0,male,white,yes,no,other,no,Manufacturing
12.69,17.0,9.0,36.0,female,black,no,no,other,no,Manufacturing
14.0,15.0,13.0,36.0,female,white,yes,no,other,no,Services
28.93,18.0,15.0,38.0,female,white,no,no,services,yes,Services
30.41,19.0,17.0,47.0,female,white,no,no,services,no,Education
16.02,14.0,30.0,51.0,female,asian,no,no,other,no,Manufacturing
23.4,17.0,14.0,40.0,female,white,yes,no,services,no,Services
27.61,15.0,12.0,34.0,male,asian,yes,no,manufacturing,yes,Manufacturing
19.94,12.0,0.0,21.0,male,asian,yes,no,other,yes,Manufacturing
10.0,10.0,1.0,18.0,female,asian,yes,no,services,no,Education
30.27,20.0,12.0,36.0,male,white,yes,no,services,no,Healthcare
12.88,13.0,21.0,37.0,male,hispanic,yes,no,manufacturing,yes,Manufacturing
16.69,14.0,26.0,45.0,male,hispanic,no,no,manufacturing,no,Manufacturing
22.96,18.0,32.0,56.0,male,white,no,no,services,no,Services
20.97,17.0,13.0,37.0,male,white,no,no,manufacturing,no,Manufacturing
22.96,13.0,20.0,34.0,male,black,yes,no,manufacturing,no,Manufacturing
15.54,13.0,13.0,33.0,male,black,yes,no,services,no,Services
16.76,14.0,0.0,22.0,female,asian,no,yes,services,no,Education
17.17,14.0,21.0,33.0,female,asian,no,no,services,no,Services
17.36,12.0,14.0,36.0,male,white,yes,no,manufacturing,yes,Manufacturing
13.8,17.0,4.0,34.0,female,black,no,no,services,no,Services
21.76,16.0,12.0,33.0,male,white,no,no,other,no,Healthcare
16.89,13.0,9.0,28.0,female,asian,yes,yes,services,yes,Education
20.45,12.0,20.0,35.0,female,hispanic,no,no,other,no,Government
13.2,11.0,21.0,30.0,female,black,yes,no,services,no,Services
10.0,12.0,11.0,24.0,female,white,yes,no,services,no,Services
19.58,15.0,4.0,21.0,male,white,no,no,other,no,Government
22.91,16.0,19.0,41.0,male,white,yes,no,services,no,Services
20.22,15.0,28.0,48.0,female,white,no,no,services,no,Services
13.13,15.0,12.0,37.0,female,black,no,yes,other,no,Services
23.73,16.0,19.0,42.0,male,asian,no,no,other,no,Manufacturing
14.87,17.0,0.0,29.0,female,white,no,yes,other,yes,Services
10.0,9.0,6.0,26.0,female,white,yes,no,manufacturing,no,Manufacturing
21.83,15.0,0.0,22.0,female,white,yes,no,services,no,Services
20.58,14.0,13.0,41.0,male,white,no,yes,manufacturing,no,Manufacturing
21.91,15.0,3.0,28.0,female,white,no,no,services,yes,Healthcare
21.97,16.0,5.0,28.0,female,asian,yes,no,other,no,Services
22.46,14.0,15.0,33.0,female,white,no,no,other,no,Healthcare
14.04,10.0,13.0,27.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
20.67,13.0,14.0,27.0,female,white,no,no,services,no,Services
19.87,16.0,12.0,32.0,female,black,no,no,services,no,Healthcare
35.47,13.0,28.0,46.0,female,white,no,no,manufacturing,no,Manufacturing
19.99,16.0,20.0,45.0,male,asian,yes,no,services,no,Services
20.33,18.0,18.0,41.0,male,white,yes,no,manufacturing,no,Manufacturing
21.64,15.0,12.0,37.0,male,white,no,no,other,no,Manufacturing
28.7,13.0,10.0,30.0,female,white,yes,no,manufacturing,no,Manufacturing
17.47,14.0,18.0,38.0,female,other,yes,yes,other,no,Services
19.77,14.0,14.0,31.0,male,white,yes,no,services,yes,Healthcare
17.56,14.0,15.0,31.0,female,black,no,no,manufacturing,no,Manufacturing
17.35,9.0,21.0,28.0,male,black,no,no,manufacturing,no,Manufacturing
17.41,13.0,10.0,23.0,male,hispanic,yes,no,services,no,Services
17.42,14.0,3.0,25.0,female,white,no,no,manufacturing,no,Manufacturing
15.83,15.0,0.0,19.0,male,black,no,no,services,no,Services
10.0,8.0,9.0,22.0,female,black,yes,no,services,yes,Healthcare
23.9,14.0,22.0,41.0,male,white,no,yes,manufacturing,no,Manufacturing
19.14,16.0,14.0,32.0,male,white,no,no,other,yes,Government
28.33,20.0,12.0,46.0,male,white,no,no,manufacturing,no,Manufacturing
31.49,22.0,11.0,41.0,female,hispanic,no,no,other,no,Manufacturing
23.91,13.0,24.0,44.0,female,white,yes,no,services,no,Education
22.1,16.0,7.0,28.0,female,black,no,no,services,yes,Services
24.23,16.0,16.0,40.0,male,white,yes,no,services,yes,Education
24.93,19.0,13.0,38.0,female,hispanic,no,no,services,yes,Services
19.51,14.0,11.0,34.0,male,black,yes,no,services,no,Education
11.0,13.0,0.0,23.0,male,white,no,no,services,no,Services
18.6,15.0,28.0,42.0,female,white,yes,no,services,no,Services
23.91,16.0,12.0,32.0,male,white,yes,no,services,no,Healthcare
11.43,15.0,0.0,22.0,male,white,yes,yes,other,no,Healthcare
10.0,14.0,6.0,28.0,female,black,no,no,other,no,Government
30.91,18.0,31.0,61.0,female,other,yes,no,services,no,Education
23.88,14.0,13.0,27.0,male,white,yes,no,services,no,Services
17.27,14.0,21.0,45.0,female,hispanic,yes,no,services,no,Healthcare
31.27,21.0,8.0,33.0,male,white,no,no,manufacturing,no,Manufacturing
22.42,12.0,17.0,38.0,female,white,no,no,manufacturing,no,Manufacturing
11.39,12.0,10.0,28.0,male,hispanic,yes,no,services,no,Healthcare
26.5,18.0,14.0,44.0,male,hispanic,yes,no,manufacturing,yes,Manufacturing
15.02,14.0,29.0,54.0,male,hispanic,yes,no,services,no,Healthcare
10.88,15.0,3.0,25.0,female,white,yes,no,services,no,Healthcare
17.23,11.0,29.0,43.0,male,white,yes,no,other,no,Services
14.3,16.0,16.0,42.0,female,black,yes,no,manufacturing,no,Manufacturing
23.64,14.0,7.0,28.0,male,white,yes,yes,services,no,Healthcare
10.0,15.0,19.0,41.0,female,white,no,no,other,no,Services
13.96,12.0,22.0,44.0,female,white,yes,no,other,no,Healthcare
19.64,9.0,36.0,47.0,female,white,no,no,services,no,Education
27.15,18.0,27.0,52.0,female,hispanic,yes,no,manufacturing,no,Manufacturing
24.56,17.0,11.0,29.0,male,white,no,no,manufacturing,no,Manufacturing
26.55,17.0,22.0,44.0,female,black,yes,no,services,yes,Healthcare
10.49,14.0,13.0,35.0,female,hispanic,yes,no,services,yes,Services
19.75,14.0,7.0,30.0,female,hispanic,no,no,services,yes,Services
10.23,9.0,16.0,33.0,female,hispanic,yes,yes,other,yes,Services
11.33,10.0,4.0,18.0,male,white,yes,no,other,yes,Services
18.39,12.0,2.0,18.0,male,white,no,no,manufacturing,no,Manufacturing
28.5,16.0,22.0,41.0,female,black,no,no,services,no,Services
22.47,18.0,17.0,47.0,male,white,no,no,services,no,Services
36.38,20.0,7.0,31.0,female,other,yes,no,services,no,Education
24.79,17.0,7.0,30.0,male,hispanic,no,no,services,no,Healthcare
18.15,11.0,6.0,21.0,male,white,yes,no,services,no,Services
23.94,17.0,24.0,45.0,female,asian,no,no,services,no,Education
12.46,13.0,11.0,29.0,male,white,yes,no,services,yes,Services
24.35,17.0,4.0,28.0,male,white,no,no,services,yes,Healthcare
10.0,9.0,5.0,26.0,female,white,yes,yes,services,no,Services
13.04,14.0,2.0,24.0,female,black,no,yes,other,no,Government
10.28,8.0,15.0,28.0,female,black,no,no,services,no,Healthcare
14.1,14.0,9.0,35.0,female,hispanic,no,yes,services,yes,Education
20.31,13.0,4.0,24.0,female,asian,yes,no,services,no,Services
20.81,14.0,23.0,50.0,male,white,no,no,other,no,Healthcare
16.9,11.0,24.0,45.0,male,white,yes,no,manufacturing,yes,Manufacturing
11.43,11.0,10.0,27.0,female,asian,no,no,manufacturing,no,Manufacturing
10.0,8.0,8.0,22.0,female,white,no,no,services,yes,Healthcare
18.36,15.0,23.0,39.0,female,white,no,no,other,no,Government
23.11,20.0,17.0,42.0,female,white,no,yes,services,no,Services
17.18,15.0,0.0,19.0,male,white,no,yes,manufacturing,no,Manufacturing
12.01,16.0,5.0,23.0,male,black,yes,no,other,yes,Healthcare
20.44,19.0,15.0,41.0,female,hispanic,yes,no,services,no,Healthcare
10.0,12.0,19.0,37.0,male,white,yes,no,other,no,Manufacturing
26.14,13.0,18.0,37.0,male,other,yes,no,other,yes,Services
15.27,15.0,30.0,50.0,female,white,yes,no,services,yes,Services
24.28,17.0,9.0,27.0,male,hispanic,no,no,services,no,Education
10.0,14.0,19.0,34.0,female,hispanic,yes,no,other,no,Services
19.6,15.0,14.0,32.0,female,other,no,no,services,no,Healthcare
31.32,20.0,20.0,37.0,female,white,no,no,services,no,Education
17.84,14.0,0.0,18.0,female,white,yes,no,services,no,Services
21.55,15.0,9.0,23.0,female,asian,yes,no,services,no,Services
12.84,13.0,20.0,38.0,male,white,no,yes,other,no,Manufacturing
15.78,12.0,9.0,28.0,male,white,yes,no,services,no,Services
16.61,17.0,4.0,33.0,female,white,yes,no,services,no,Services
28.56,15.0,19.0,43.0,male,hispanic,no,no,services,no,Healthcare
15.13,16.0,20.0,39.0,female,white,yes,no,services,no,Services
20.38,15.0,15.0,37.0,female,white,yes,no,services,no,Services
30.87,18.0,14.0,43.0,male,hispanic,yes,no,services,no,Healthcare
23.7,17.0,20.0,39.0,female,white,yes,no,manufacturing,no,Manufacturing
11.59,15.0,16.0,43.0,male,hispanic,yes,no,services,no,Healthcare
19.0,8.0,5.0,25.0,male,black,yes,no,manufacturing,no,Manufacturing
15.88,16.0,10.0,31.0,female,white,no,no,other,no,Healthcare
23.16,16.0,1.0,25.0,female,black,yes,no,services,yes,Services
21.03,17.0,8.0,35.0,female,asian,yes,no,services,yes,Education
12.67,15.0,16.0,39.0,male,white,yes,no,other,no,Manufacturing
22.08,15.0,12.0,35.0,female,white,no,no,services,no,Healthcare
22.69,15.0,13.0,36.0,female,black,no,no,services,no,Healthcare
10.0,15.0,7.0,21.0,male,white,no,no,other,no,Manufacturing
24.74,15.0,26.0,43.0,female,white,no,no,manufacturing,yes,Manufacturing
20.01,17.0,10.0,30.0,female,white,yes,no,services,no,Education
10.0,18.0,5.0,29.0,female,white,yes,no,services,yes,Services
21.21,11.0,9.0,28.0,female,white,yes,no,services,no,Services
20.54,14.0,1.0,27.0,male,hispanic,no,no,manufacturing,yes,Manufacturing
21.3,15.0,17.0,40.0,male,white,yes,no,services,yes,Education
19.45,17.0,12.0,36.0,male,white,no,no,manufacturing,yes,Manufacturing
31.3,22.0,5.0,35.0,male,black,no,no,manufacturing,no,Manufacturing
26.81,16.0,22.0,46.0,female,white,yes,no,other,yes,Services
21.28,12.0,3.0,25.0,male,white,no,yes,manufacturing,no,Manufacturing
19.37,17.0,16.0,33.0,male,white,no,no,manufacturing,no,Manufacturing
26.88,18.0,23.0,45.0,male,black,no,no,manufacturing,no,Manufacturing
24.6,13.0,15.0,38.0,female,white,yes,yes,services,no,Healthcare
19.59,15.0,14.0,32.0,female,hispanic,yes,no,manufacturing,yes,Manufacturing
23.11,14.0,26.0,48.0,female,white,no,no,services,no,Services
36.06,16.0,24.0,47.0,male,hispanic,yes,no,manufacturing,yes,Manufacturing
26.8,13.0,11.0,29.0,male,white,no,no,manufacturing,no,Manufacturing
15.76,15.0,8.0,31.0,male,white,no,no,services,no,Services
20.31,15.0,1.0,18.0,male,white,no,yes,manufacturing,no,Manufacturing
21.36,15.0,18.0,45.0,male,white,no,no,services,no,Services
14.91,13.0,4.0,29.0,male,white,no,no,services,no,Services
22.04,18.0,14.0,44.0,female,hispanic,yes,no,services,no,Services
10.0,11.0,9.0,25.0,male,white,no,no,other,no,Healthcare
16.03,14.0,26.0,48.0,male,white,no,no,services,yes,Education
22.58,17.0,18.0,42.0,female,white,no,no,other,no,Manufacturing
17.37,14.0,25.0,42.0,male,white,yes,yes,services,yes,Services
17.82,12.0,17.0,29.0,female,white,yes,no,services,no,Education
31.02,18.0,17.0,44.0,female,white,no,no,services,no,Services
28.5,17.0,4.0,27.0,female,asian,no,yes,services,no,Services
10.0,16.0,8.0,29.0,male,white,no,no,manufacturing,yes,Manufacturing
29.14,18.0,23.0,45.0,female,other,yes,no,services,no,Services
17.94,17.0,20.0,39.0,male,hispanic,yes,no,services,yes,Education
21.77,13.0,11.0,31.0,male,black,no,no,services,no,Services
18.44,12.0,19.0,36.0,female,hispanic,no,no,services,yes,Healthcare
15.11,15.0,13.0,34.0,male,white,no,no,services,no,Education
19.1,13.0,9.0,32.0,female,asian,yes,no,services,no,Healthcare
30.57,16.0,17.0,43.0,male,white,yes,no,services,no,Education
27.24,15.0,14.0,33.0,male,white,no,yes,manufacturing,no,Manufacturing
22.23,13.0,7.0,22.0,female,white,no,no,services,no,Services
23.5,15.0,4.0,25.0,female,black,no,no,services,no,Healthcare
23.47,15.0,32.0,49.0,male,white,yes,no,manufacturing,no,Manufacturing
22.03,18.0,11.0,37.0,female,black,yes,no,manufacturing,no,Manufacturing
28.78,18.0,21.0,46.0,male,other,no,no,services,no,Healthcare
14.05,14.0,15.0,34.0,male,black,yes,no,manufacturing,yes,Manufacturing
25.14,14.0,14.0,36.0,female,hispanic,yes,no,services,yes,Services
11.23,10.0,9.0,31.0,male,hispanic,yes,no,services,no,Education
23.97,11.0,14.0,32.0,female,white,yes,no,services,no,Healthcare
18.22,11.0,7.0,20.0,female,white,yes,no,manufacturing,no,Manufacturing
29.6,15.0,17.0,40.0,male,asian,no,no,manufacturing,no,Manufacturing
26.5,21.0,15.0,40.0,male,black,no,no,services,yes,Education
13.69,14.0,5.0,26.0,female,white,no,no,services,no,Healthcare
11.95,15.0,17.0,27.0,female,black,no,no,services,no,Services
11.38,13.0,25.0,37.0,male,asian,no,yes,other,no,Services
24.83,14.0,18.0,38.0,female,white,no,no,services,no,Services
16.08,12.0,16.0,35.0,male,white,no,no,services,no,Services
16.37,13.0,22.0,43.0,female,hispanic,no,yes,other,yes,Services
17.4,15.0,31.0,53.0,male,black,no,yes,other,yes,Services
19.87,17.0,10.0,32.0,male,black,yes,no,manufacturing,no,Manufacturing
27.3,17.0,15.0,43.0,male,white,no,no,manufacturing,yes,Manufacturing
21.34,14.0,17.0,37.0,male,white,no,yes,services,no,Education
17.02,15.0,1.0,19.0,female,white,yes,no,services,yes,Services
11.38,13.0,29.0,53.0,female,hispanic,yes,no,services,no,Services
19.79,12.0,28.0,44.0,male,white,no,no,services,yes,Services
21.2,15.0,11.0,32.0,female,white,yes,no,services,no,Services
20.67,15.0,2.0,26.0,female,hispanic,no,no,services,no,Services
23.11,15.0,30.0,51.0,female,white,no,no,manufacturing,no,Manufacturing
18.23,16.0,4.0,29.0,male,white,yes,no,other,no,Healthcare
22.18,14.0,1.0,26.0,female,white,no,no,services,no,Services
15.4,14.0,15.0,46.0,female,black,no,no,services,no,Services
21.93,13.0,4.0,19.0,male,white,yes,no,services,no,Services
28.23,11.0,14.0,28.0,female,white,no,no,other,yes,Healthcare
18.25,11.0,18.0,34.0,female,black,no,no,services,no,Services
29.56,12.0,18.0,36.0,male,white,no,no,services,no,Education
20.42,16.0,15.0,30.0,female,black,no,no,other,no,Services
27.86,14.0,24.0,46.0,male,asian,no,no,other,yes,Services
28.16,18.0,7.0,37.0,male,white,yes,no,manufacturing,no,Manufacturing
29.76,17.0,0.0,22.0,male,white,no,no,other,no,Government
11.08,14.0,11.0,28.0,female,black,yes,yes,services,no,Education
24.56,13.0,4.0,24.0,male,asian,yes,no,services,no,Services
14.82,16.0,0.0,21.0,female,other,no,no,services,no,Services
21.89,15.0,10.0,29.0,male,white,no,no,services,no,Services
24.53,16.0,18.0,39.0,female,hispanic,no,no,services,no,Healthcare
20.26,12.0,12.0,26.0,male,hispanic,no,no,services,no,Healthcare
26.89,13.0,14.0,36.0,male,white,yes,no,other,yes,Government
24.74,12.0,15.0,34.0,male,asian,no,no,services,yes,Services
20.55,11.0,25.0,31.0,male,hispanic,no,no,services,no,Healthcare
21.96,15.0,7.0,27.0,female,white,yes,no,services,no,Services
19.2,11.0,20.0,37.0,male,other,yes,no,services,no,Healthcare
24.62,17.0,16.0,37.0,female,white,yes,no,services,no,Services
20.12,16.0,5.0,30.0,male,white,no,no,manufacturing,yes,Manufacturing
10.0,11.0,5.0,22.0,male,white,yes,no,manufacturing,yes,Manufacturing
14.22,9.0,18.0,36.0,female,white,no,no,services,yes,Services
22.7,18.0,19.0,35.0,female,black,no,no,services,no,Education
11.14,11.0,9.0,23.0,male,white,yes,no,services,no,Services
19.52,15.0,0.0,20.0,female,hispanic,no,no,services,no,Services
23.4,15.0,17.0,42.0,male,white,no,no,manufacturing,no,Manufacturing
10.0,11.0,4.0,23.0,female,asian,yes,no,other,no,Government
29.35,19.0,18.0,40.0,male,white,no,yes,manufacturing,yes,Manufacturing
14.16,16.0,14.0,42.0,male,white,yes,no,manufacturing,no,Manufacturing
28.33,17.0,14.0,40.0,male,white,yes,no,manufacturing,no,Manufacturing
16.82,15.0,13.0,34.0,female,black,no,no,other,no,Services
23.89,19.0,22.0,47.0,female,white,yes,no,services,no,Healthcare
16.9,11.0,11.0,18.0,male,black,yes,no,services,no,Services
26.2,15.0,17.0,40.0,female,white,no,no,manufacturing,yes,Manufacturing
10.0,11.0,12.0,21.0,female,white,no,yes,services,no,Education
15.87,14.0,16.0,39.0,female,white,yes,no,services,no,Healthcare
15.12,13.0,3.0,18.0,female,white,yes,no,services,no,Education
21.48,19.0,13.0,40.0,female,asian,yes,no,services,no,Services
11.21,11.0,0.0,18.0,male,other,yes,no,services,no,Services
14.3,15.0,12.0,24.0,female,white,yes,no,services,yes,Services
22.76,15.0,27.0,49.0,male,white,yes,no,manufacturing,no,Manufacturing
10.0,15.0,20.0,40.0,male,hispanic,yes,yes,other,no,Manufacturing
10.0,11.0,13.0,26.0,male,asian,yes,no,services,no,Healthcare
23.5,18.0,11.0,33.0,female,white,no,no,services,no,Services
33.61,20.0,14.0,39.0,female,black,no,no,services,no,Services
11.01,16.0,25.0,48.0,female,asian,yes,no,services,no,Services
14.52,15.0,17.0,36.0,female,hispanic,yes,no,services,no,Services
39.42,21.0,19.0,50.0,female,hispanic,no,no,services,yes,Services
10.0,8.0,10.0,26.0,female,white,yes,no,manufacturing,yes,Manufacturing
18.88,13.0,17.0,41.0,male,asian,no,yes,services,no,Services
28.56,16.0,17.0,38.0,female,white,yes,no,services,yes,Services
22.73,13.0,17.0,39.0,male,white,yes,no,manufacturing,yes,Manufacturing
20.88,16.0,30.0,47.0,male,white,no,yes,other,no,Manufacturing
20.45,13.0,12.0,37.0,female,black,yes,no,services,no,Education
14.46,13.0,22.0,29.0,female,hispanic,yes,yes,services,no,Services
15.69,13.0,14.0,34.0,male,other,yes,yes,services,no,Services
17.42,14.0,11.0,27.0,male,white,yes,no,services,no,Healthcare
15.27,15.0,7.0,26.0,female,white,yes,no,manufacturing,yes,Manufacturing
29.01,17.0,0.0,22.0,male,asian,no,yes,other,no,Services
16.61,14.0,6.0,24.0,female,asian,yes,no,services,no,Healthcare
21.21,15.0,1.0,19.0,female,black,no,no,other,no,Services
18.11,16.0,4.0,29.0,male,white,yes,no,other,yes,Healthcare
30.3,19.0,2.0,28.0,female,hispanic,no,no,manufacturing,no,Manufacturing
28.35,15.0,20.0,38.0,male,black,yes,no,manufacturing,no,Manufacturing
19.57,16.0,0.0,23.0,female,white,yes,no,other,no,Government
23.61,18.0,12.0,28.0,female,white,yes,no,manufacturing,yes,Manufacturing
19.78,15.0,12.0,37.0,male,white,yes,yes,services,no,Services
19.9,17.0,22.0,47.0,male,white,no,no,services,no,Education
25.91,17.0,15.0,42.0,male,white,yes,no,services,no,Healthcare
21.64,15.0,20.0,37.0,male,white,no,no,services,no,Services
35.92,15.0,21.0,38.0,female,hispanic,yes,no,manufacturing,no,Manufacturing
14.94,14.0,19.0,35.0,female,white,no,yes,services,no,Healthcare
24.75,15.0,17.0,33.0,male,white,no,no,manufacturing,no,Manufacturing
24.71,18.0,15.0,38.0,female,asian,yes,no,services,no,Healthcare
10.0,8.0,10.0,23.0,female,white,no,no,services,no,Services
24.14,20.0,15.0,40.0,female,asian,no,no,services,no,Services
25.2,15.0,20.0,39.0,male,white,yes,no,manufacturing,yes,Manufacturing
17.01,14.0,14.0,33.0,male,black,no,no,services,no,Healthcare
16.23,16.0,14.0,34.0,male,white,no,no,manufacturing,yes,Manufacturing
23.44,12.0,0.0,21.0,female,other,yes,yes,services,yes,Services
22.35,16.0,11.0,36.0,female,white,yes,no,services,no,Healthcare
20.56,15.0,13.0,34.0,female,white,yes,no,manufacturing,no,Manufacturing
22.04,13.0,23.0,47.0,female,white,yes,no,services,no,Education
18.46,14.0,3.0,29.0,male,hispanic,no,no,services,no,Education
18.49,10.0,33.0,56.0,male,hispanic,no,no,services,no,Services
10.0,14.0,1.0,22.0,female,white,yes,yes,services,no,Services
10.0,12.0,26.0,41.0,female,hispanic,yes,yes,services,yes,Healthcare
14.39,10.0,14.0,33.0,male,hispanic,yes,no,services,no,Services
27.83,18.0,14.0,38.0,male,white,no,yes,services,no,Education
21.75,15.0,8.0,25.0,female,asian,no,no,manufacturing,yes,Manufacturing
15.78,11.0,30.0,47.0,male,white,yes,no,services,no,Education
10.0,12.0,7.0,29.0,male,white,no,no,other,no,Services
24.66,13.0,16.0,34.0,female,black,no,no,services,no,Healthcare
15.62,15.0,9.0,30.0,male,white,yes,yes,other,yes,Manufacturing
22.4,17.0,17.0,46.0,male,hispanic,no,no,services,no,Services
24.93,14.0,27.0,49.0,male,white,yes,no,manufacturing,no,Manufacturing
25.32,16.0,13.0,36.0,female,white,yes,yes,manufacturing,no,Manufacturing
24.85,15.0,3.0,21.0,male,white,no,no,services,yes,Services
18.51,14.0,19.0,36.0,male,white,no,no,services,no,Education
18.96,14.0,9.0,29.0,female,hispanic,no,no,other,no,Healthcare
24.85,14.0,17.0,35.0,female,other,yes,no,other,no,Manufacturing
21.03,17.0,8.0,30.0,female,other,yes,no,services,no,Healthcare
10.0,14.0,7.0,31.0,male,hispanic,yes,no,services,yes,Healthcare
20.38,11.0,8.0,26.0,female,asian,yes,no,services,no,Healthcare
10.31,14.0,16.0,41.0,male,hispanic,no,no,services,no,Services
21.86,12.0,5.0,22.0,female,white,yes,no,services,yes,Services
17.85,16.0,30.0,52.0,male,black,yes,no,other,no,Healthcare
10.85,8.0,14.0,30.0,female,asian,yes,no,manufacturing,yes,Manufacturing
17.98,11.0,12.0,31.0,female,white,yes,no,manufacturing,yes,Manufacturing
16.44,11.0,20.0,38.0,male,white,yes,no,services,no,Services
13.31,15.0,15.0,35.0,male,black,yes,no,services,no,Healthcare
13.37,10.0,21.0,43.0,female,white,yes,no,services,yes,Services
19.44,15.0,23.0,39.0,female,white,yes,yes,other,no,Manufacturing
25.91,15.0,16.0,35.0,male,other,no,no,manufacturing,no,Manufacturing
23.21,12.0,4.0,31.0,female,white,yes,yes,manufacturing,no,Manufacturing
30.79,10.0,22.0,41.0,male,asian,yes,no,services,no,Education
15.11,12.0,7.0,21.0,male,black,no,no,manufacturing,yes,Manufacturing
21.46,14.0,1.0,20.0,male,white,yes,no,manufacturing,yes,Manufacturing
16.05,13.0,14.0,34.0,male,black,no,no,services,yes,Services
21.07,19.0,14.0,40.0,male,white,no,no,other,no,Manufacturing
16.08,13.0,24.0,41.0,female,white,yes,no,services,yes,Education
12.42,13.0,6.0,24.0,female,black,no,no,services,no,Services
26.13,15.0,9.0,29.0,male,asian,yes,yes,other,yes,Government
16.08,14.0,5.0,19.0,female,white,yes,no,services,no,Services
33.87,15.0,18.0,37.0,male,hispanic,no,no,services,no,Services
26.86,16.0,20.0,37.0,male,white,no,no,manufacturing,no,Manufacturing
25.05,14.0,4.0,28.0,female,asian,yes,no,services,yes,Services
19.45,14.0,20.0,40.0,male,hispanic,no,no,other,yes,Government
11.09,12.0,16.0,35.0,female,black,yes,no,manufacturing,no,Manufacturing
23.78,17.0,3.0,23.0,female,hispanic,no,no,services,yes,Services
28.42,15.0,11.0,37.0,male,white,no,no,other,no,Government
30.05,14.0,31.0,47.0,female,white,yes,no,services,no,Education
19.88,16.0,1.0,30.0,male,white,yes,no,manufacturing,yes,Manufacturing
26.5,15.0,18.0,38.0,female,white,yes,no,manufacturing,no,Manufacturing
22.53,15.0,7.0,26.0,female,white,no,no,services,no,Healthcare
22.92,17.0,6.0,33.0,male,white,yes,no,services,no,Healthcare
29.93,19.0,5.0,38.0,male,black,no,yes,services,no,Services
23.91,17.0,27.0,45.0,male,white,no,no,manufacturing,no,Manufacturing
32.35,17.0,23.0,42.0,male,asian,yes,no,manufacturing,no,Manufacturing
22.53,17.0,16.0,41.0,female,white,no,yes,other,no,Healthcare
28.61,19.0,23.0,48.0,male,white,no,no,manufacturing,no,Manufacturing
18.62,14.0,12.0,39.0,male,white,no,no,other,no,Manufacturing
27.41,19.0,18.0,46.0,female,other,yes,no,services,no,Healthcare
12.17,13.0,19.0,42.0,male,asian,no,no,services,yes,Healthcare
15.3,14.0,22.0,40.0,male,white,yes,no,other,no,Services
19.58,13.0,16.0,36.0,female,hispanic,yes,no,services,no,Services
16.63,13.0,19.0,42.0,female,asian,no,no,other,yes,Manufacturing
16.5,14.0,17.0,40.0,male,black,no,no,manufacturing,yes,Manufacturing
21.72,12.0,13.0,31.0,male,asian,no,yes,other,no,Manufacturing
27.97,20.0,13.0,43.0,male,asian,yes,no,manufacturing,no,Manufacturing
18.54,16.0,21.0,42.0,male,black,yes,no,other,no,Healthcare
19.63,13.0,14.0,32.0,female,white,yes,no,services,no,Healthcare
23.44,13.0,24.0,46.0,female,white,no,yes,services,no,Services
31.87,19.0,3.0,24.0,male,asian,no,no,services,no,Services
18.98,15.0,29.0,49.0,female,white,yes,yes,services,no,Education
10.75,8.0,11.0,29.0,female,asian,yes,no,other,no,Manufacturing
27.48,14.0,11.0,30.0,female,white,no,no,other,no,Healthcare
27.96,16.0,7.0,30.0,female,white,no,no,manufacturing,no,Manufacturing
28.45,19.0,26.0,57.0,female,white,no,no,services,yes,Services
13.96,11.0,13.0,26.0,male,white,yes,no,other,no,Manufacturing
22.06,14.0,8.0,24.0,female,black,yes,no,other,yes,Government
31.58,21.0,12.0,42.0,male,white,yes,no,services,no,Healthcare
18.27,15.0,6.0,23.0,male,white,yes,no,manufacturing,no,Manufacturing
21.35,14.0,16.0,29.0,female,white,no,no,other,no,Healthcare
17.69,13.0,16.0,33.0,male,white,yes,no,manufacturing,no,Manufacturing
21.53,14.0,2.0,18.0,male,white,no,no,services,no,Services
29.71,17.0,11.0,33.0,female,white,yes,no,services,no,Services
11.95,15.0,6.0,32.0,female,white,yes,yes,services,no,Services
23.34,19.0,16.0,39.0,female,white,no,no,services,no,Healthcare
24.27,17.0,21.0,46.0,male,white,no,no,other,no,Manufacturing
19.85,14.0,13.0,38.0,female,black,yes,no,services,no,Services
29.45,16.0,4.0,33.0,female,white,yes,no,services,no,Services
