wage,educ,exper,age,sex,race,married,union,sector,overtime
22.69,15.0,13.0,36.0,male,black,no,no,education,no
10.0,15.0,7.0,21.0,male,white,no,no,government,no
24.74,15.0,26.0,43.0,female,white,no,no,manufacturing,yes
20.01,17.0,10.0,30.0,female,white,yes,no,healthcare,no
10.0,18.0,5.0,29.0,female,white,yes,no,healthcare,yes
21.21,11.0,9.0,28.0,female,white,yes,no,healthcare,no
20.54,14.0,1.0,27.0,male,hispanic,no,no,manufacturing,yes
21.3,15.0,17.0,40.0,female,white,yes,no,healthcare,yes
19.45,17.0,12.0,36.0,male,white,no,no,manufacturing,yes
31.3,22.0,5.0,35.0,female,black,no,no,manufacturing,no
26.81,16.0,22.0,46.0,male,white,yes,no,manufacturing,yes
21.28,12.0,3.0,25.0,male,white,no,yes,manufacturing,no
19.37,17.0,16.0,33.0,male,white,no,no,manufacturing,no
26.88,18.0,23.0,45.0,male,black,no,no,manufacturing,no
24.6,13.0,15.0,38.0,female,white,yes,yes,services,no
19.59,15.0,14.0,32.0,female,hispanic,yes,no,manufacturing,yes
23.11,14.0,26.0,48.0,male,white,no,no,services,no
36.06,16.0,24.0,47.0,male,hispanic,yes,no,manufacturing,yes
26.8,13.0,11.0,29.0,male,white,no,no,manufacturing,no
15.76,15.0,8.0,31.0,male,white,no,no,healthcare,no
20.31,15.0,1.0,18.0,male,white,no,yes,manufacturing,no
21.36,15.0,18.0,45.0,female,white,no,no,healthcare,no
14.91,13.0,4.0,29.0,male,white,no,no,services,no
22.04,18.0,14.0,44.0,male,hispanic,yes,no,healthcare,no
10.0,11.0,9.0,25.0,female,white,no,no,healthcare,no
16.03,14.0,26.0,48.0,female,white,no,no,services,yes
22.58,17.0,18.0,42.0,male,white,no,no,manufacturing,no
17.37,14.0,25.0,42.0,male,white,yes,yes,healthcare,yes
17.82,12.0,17.0,29.0,female,white,yes,no,education,no
31.02,18.0,17.0,44.0,female,white,no,no,education,no
28.5,17.0,4.0,27.0,male,asian,no,yes,services,no
10.0,16.0,8.0,29.0,female,white,no,no,manufacturing,yes
29.14,18.0,23.0,45.0,female,other,yes,no,education,no
17.94,17.0,20.0,39.0,female,hispanic,yes,no,healthcare,yes
21.77,13.0,11.0,31.0,male,black,no,no,services,no
18.44,12.0,19.0,36.0,female,hispanic,no,no,education,yes
15.11,15.0,13.0,34.0,female,white,no,no,services,no
19.1,13.0,9.0,32.0,male,asian,yes,no,education,no
30.57,16.0,17.0,43.0,male,white,yes,no,healthcare,no
27.24,15.0,14.0,33.0,male,white,no,yes,manufacturing,no
22.23,13.0,7.0,22.0,female,white,no,no,services,no
23.5,15.0,4.0,25.0,female,black,no,no,services,no
23.47,15.0,32.0,49.0,female,white,yes,no,manufacturing,no
22.03,18.0,11.0,37.0,male,black,yes,no,manufacturing,no
28.78,18.0,21.0,46.0,female,other,no,no,education,no
14.05,14.0,15.0,34.0,female,black,yes,no,manufacturing,yes
25.14,14.0,14.0,36.0,male,hispanic,yes,no,services,yes
11.23,10.0,9.0,31.0,female,hispanic,yes,no,healthcare,no
23.97,11.0,14.0,32.0,female,white,yes,no,services,no
18.22,11.0,7.0,20.0,male,white,yes,no,manufacturing,no
29.6,15.0,17.0,40.0,male,asian,no,no,manufacturing,no
26.5,21.0,15.0,40.0,female,black,no,no,education,yes
13.69,14.0,5.0,26.0,female,white,no,no,services,no
11.95,15.0,17.0,27.0,female,black,no,no,healthcare,no
11.38,13.0,25.0,37.0,female,asian,no,yes,government,no
24.83,14.0,18.0,38.0,female,white,no,no,services,no
16.08,12.0,16.0,35.0,female,white,no,no,services,no
16.37,13.0,22.0,43.0,female,hispanic,no,yes,services,yes
17.4,15.0,31.0,53.0,female,black,no,yes,services,yes
19.87,17.0,10.0,32.0,female,black,yes,no,manufacturing,no
27.3,17.0,15.0,43.0,male,white,no,no,manufacturing,yes
21.34,14.0,17.0,37.0,male,white,no,yes,education,no
17.02,15.0,1.0,19.0,male,white,yes,no,education,yes
11.38,13.0,29.0,53.0,male,hispanic,yes,no,services,no
19.79,12.0,28.0,44.0,female,white,no,no,services,yes
21.2,15.0,11.0,32.0,female,white,yes,no,healthcare,no
20.67,15.0,2.0,26.0,female,hispanic,no,no,services,no
23.11,15.0,30.0,51.0,female,white,no,no,manufacturing,no
18.23,16.0,4.0,29.0,male,white,yes,no,government,no
22.18,14.0,1.0,26.0,female,white,no,no,healthcare,no
15.4,14.0,15.0,46.0,female,black,no,no,education,no
21.93,13.0,4.0,19.0,male,white,yes,no,healthcare,no
28.23,11.0,14.0,28.0,male,white,no,no,government,yes
18.25,11.0,18.0,34.0,male,black,no,no,education,no
29.56,12.0,18.0,36.0,female,white,no,no,healthcare,no
20.42,16.0,15.0,30.0,male,black,no,no,services,no
27.86,14.0,24.0,46.0,male,asian,no,no,healthcare,yes
28.16,18.0,7.0,37.0,male,white,yes,no,manufacturing,no
29.76,17.0,0.0,22.0,male,white,no,no,manufacturing,no
11.08,14.0,11.0,28.0,male,black,yes,yes,services,no
24.56,13.0,4.0,24.0,female,asian,yes,no,services,no
14.82,16.0,0.0,21.0,female,other,no,no,services,no
21.89,15.0,10.0,29.0,male,white,no,no,services,no
24.53,16.0,18.0,39.0,male,hispanic,no,no,healthcare,no
20.26,12.0,12.0,26.0,male,hispanic,no,no,services,no
26.89,13.0,14.0,36.0,female,white,yes,no,healthcare,yes
24.74,12.0,15.0,34.0,female,asian,no,no,healthcare,yes
20.55,11.0,25.0,31.0,female,hispanic,no,no,services,no
21.96,15.0,7.0,27.0,female,white,yes,no,services,no
19.2,11.0,20.0,37.0,male,other,yes,no,services,no
24.62,17.0,16.0,37.0,male,white,yes,no,services,no
20.12,16.0,5.0,30.0,male,white,no,no,manufacturing,yes
10.0,11.0,5.0,22.0,male,white,yes,no,manufacturing,yes
14.22,9.0,18.0,36.0,female,white,no,no,services,yes
22.7,18.0,19.0,35.0,male,black,no,no,education,no
11.14,11.0,9.0,23.0,female,white,yes,no,services,no
19.52,15.0,0.0,20.0,female,hispanic,no,no,education,no
23.4,15.0,17.0,42.0,male,white,no,no,manufacturing,no
10.0,11.0,4.0,23.0,male,asian,yes,no,healthcare,no
29.35,19.0,18.0,40.0,male,white,no,yes,manufacturing,yes
14.16,16.0,14.0,42.0,female,white,yes,no,manufacturing,no
28.33,17.0,14.0,40.0,male,white,yes,no,manufacturing,no
16.82,15.0,13.0,34.0,male,black,no,no,government,no
23.89,19.0,22.0,47.0,male,white,yes,no,services,no
16.9,11.0,11.0,18.0,female,black,yes,no,education,no
26.2,15.0,17.0,40.0,female,white,no,no,manufacturing,yes
10.0,11.0,12.0,21.0,female,white,no,yes,services,no
15.87,14.0,16.0,39.0,female,white,yes,no,services,no
15.12,13.0,3.0,18.0,female,white,yes,no,healthcare,no
21.48,19.0,13.0,40.0,male,asian,yes,no,services,no
11.21,11.0,0.0,18.0,male,other,yes,no,services,no
14.3,15.0,12.0,24.0,female,white,yes,no,healthcare,yes
22.76,15.0,27.0,49.0,male,white,yes,no,manufacturing,no
10.0,15.0,20.0,40.0,male,hispanic,yes,yes,services,no
10.0,11.0,13.0,26.0,female,asian,yes,no,services,no
23.5,18.0,11.0,33.0,female,white,no,no,services,no
33.61,20.0,14.0,39.0,female,black,no,no,education,no
11.01,16.0,25.0,48.0,female,asian,yes,no,healthcare,no
14.52,15.0,17.0,36.0,female,hispanic,yes,no,services,no
39.42,21.0,19.0,50.0,female,hispanic,no,no,services,yes
10.0,8.0,10.0,26.0,female,white,yes,no,manufacturing,yes
18.88,13.0,17.0,41.0,male,asian,no,yes,education,no
28.56,16.0,17.0,38.0,female,white,yes,no,healthcare,yes
22.73,13.0,17.0,39.0,male,white,yes,no,manufacturing,yes
20.88,16.0,30.0,47.0,female,white,no,yes,manufacturing,no
20.45,13.0,12.0,37.0,female,black,yes,no,healthcare,no
14.46,13.0,22.0,29.0,female,hispanic,yes,yes,services,no
15.69,13.0,14.0,34.0,female,other,yes,yes,services,no
17.42,14.0,11.0,27.0,female,white,yes,no,services,no
15.27,15.0,7.0,26.0,female,white,yes,no,manufacturing,yes
29.01,17.0,0.0,22.0,male,asian,no,yes,manufacturing,no
16.61,14.0,6.0,24.0,male,asian,yes,no,services,no
21.21,15.0,1.0,19.0,female,black,no,no,services,no
18.11,16.0,4.0,29.0,male,white,yes,no,services,yes
30.3,19.0,2.0,28.0,male,hispanic,no,no,manufacturing,no
28.35,15.0,20.0,38.0,male,black,yes,no,manufacturing,no
19.57,16.0,0.0,23.0,female,white,yes,no,services,no
23.61,18.0,12.0,28.0,female,white,yes,no,manufacturing,yes
19.78,15.0,12.0,37.0,female,white,yes,yes,services,no
19.9,17.0,22.0,47.0,male,white,no,no,services,no
25.91,17.0,15.0,42.0,female,white,yes,no,healthcare,no
21.64,15.0,20.0,37.0,female,white,no,no,services,no
35.92,15.0,21.0,38.0,female,hispanic,yes,no,manufacturing,no
14.94,14.0,19.0,35.0,female,white,no,yes,services,no
24.75,15.0,17.0,33.0,female,white,no,no,manufacturing,no
24.71,18.0,15.0,38.0,female,asian,yes,no,services,no
10.0,8.0,10.0,23.0,male,white,no,no,services,no
24.14,20.0,15.0,40.0,female,asian,no,no,services,no
25.2,15.0,20.0,39.0,female,white,yes,no,manufacturing,yes
17.01,14.0,14.0,33.0,female,black,no,no,services,no
16.23,16.0,14.0,34.0,male,white,no,no,manufacturing,yes
23.44,12.0,0.0,21.0,female,other,yes,yes,healthcare,yes
22.35,16.0,11.0,36.0,male,white,yes,no,services,no
20.56,15.0,13.0,34.0,male,white,yes,no,manufacturing,no
22.04,13.0,23.0,47.0,male,white,yes,no,services,no
18.46,14.0,3.0,29.0,male,hispanic,no,no,services,no
18.49,10.0,33.0,56.0,female,hispanic,no,no,services,no
10.0,14.0,1.0,22.0,male,white,yes,yes,education,no
10.0,12.0,26.0,41.0,female,hispanic,yes,yes,healthcare,yes
14.39,10.0,14.0,33.0,female,hispanic,yes,no,healthcare,no
27.83,18.0,14.0,38.0,female,white,no,yes,services,no
21.75,15.0,8.0,25.0,female,asian,no,no,manufacturing,yes
15.78,11.0,30.0,47.0,female,white,yes,no,healthcare,no
10.0,12.0,7.0,29.0,female,white,no,no,healthcare,no
24.66,13.0,16.0,34.0,female,black,no,no,services,no
15.62,15.0,9.0,30.0,female,white,yes,yes,services,yes
22.4,17.0,17.0,46.0,male,hispanic,no,no,services,no
24.93,14.0,27.0,49.0,male,white,yes,no,manufacturing,no
25.32,16.0,13.0,36.0,male,white,yes,yes,manufacturing,no
24.85,15.0,3.0,21.0,male,white,no,no,services,yes
18.51,14.0,19.0,36.0,male,white,no,no,education,no
18.96,14.0,9.0,29.0,female,hispanic,no,no,services,no
24.85,14.0,17.0,35.0,male,other,yes,no,services,no
21.03,17.0,8.0,30.0,female,other,yes,no,education,no
10.0,14.0,7.0,31.0,male,hispanic,yes,no,services,yes
20.38,11.0,8.0,26.0,male,asian,yes,no,education,no
10.31,14.0,16.0,41.0,female,hispanic,no,no,services,no
21.86,12.0,5.0,22.0,female,white,yes,no,healthcare,yes
17.85,16.0,30.0,52.0,female,black,yes,no,services,no
10.85,8.0,14.0,30.0,male,asian,yes,no,manufacturing,yes
17.98,11.0,12.0,31.0,female,white,yes,no,manufacturing,yes
16.44,11.0,20.0,38.0,male,white,yes,no,education,no
13.31,15.0,15.0,35.0,male,black,yes,no,healthcare,no
13.37,10.0,21.0,43.0,female,white,yes,no,services,yes
19.44,15.0,23.0,39.0,female,white,yes,yes,healthcare,no
25.91,15.0,16.0,35.0,male,other,no,no,manufacturing,no
23.21,12.0,4.0,31.0,male,white,yes,yes,manufacturing,no
30.79,10.0,22.0,41.0,female,asian,yes,no,services,no
15.11,12.0,7.0,21.0,female,black,no,no,manufacturing,yes
21.46,14.0,1.0,20.0,female,white,yes,no,manufacturing,yes
16.05,13.0,14.0,34.0,female,black,no,no,education,yes
21.07,19.0,14.0,40.0,male,white,no,no,manufacturing,no
16.08,13.0,24.0,41.0,male,white,yes,no,healthcare,yes
12.42,13.0,6.0,24.0,male,black,no,no,services,no
26.13,15.0,9.0,29.0,male,asian,yes,yes,manufacturing,yes
16.08,14.0,5.0,19.0,male,white,yes,no,healthcare,no
33.87,15.0,18.0,37.0,female,hispanic,no,no,services,no
26.86,16.0,20.0,37.0,male,white,no,no,manufacturing,no
25.05,14.0,4.0,28.0,female,asian,yes,no,healthcare,yes
19.45,14.0,20.0,40.0,male,hispanic,no,no,healthcare,yes
11.09,12.0,16.0,35.0,male,black,yes,no,manufacturing,no
23.78,17.0,3.0,23.0,male,hispanic,no,no,services,yes
28.42,15.0,11.0,37.0,male,white,no,no,healthcare,no
30.05,14.0,31.0,47.0,female,white,yes,no,healthcare,no
19.88,16.0,1.0,30.0,male,white,yes,no,manufacturing,yes
26.5,15.0,18.0,38.0,female,white,yes,no,manufacturing,no
22.53,15.0,7.0,26.0,male,white,no,no,education,no
22.92,17.0,6.0,33.0,female,white,yes,no,education,no
29.93,19.0,5.0,38.0,female,black,no,yes,healthcare,no
23.91,17.0,27.0,45.0,female,white,no,no,manufacturing,no
32.35,17.0,23.0,42.0,female,asian,yes,no,manufacturing,no
22.53,17.0,16.0,41.0,female,white,no,yes,services,no
28.61,19.0,23.0,48.0,female,white,no,no,manufacturing,no
18.62,14.0,12.0,39.0,female,white,no,no,healthcare,no
27.41,19.0,18.0,46.0,female,other,yes,no,services,no
12.17,13.0,19.0,42.0,male,asian,no,no,education,yes
15.3,14.0,22.0,40.0,male,white,yes,no,government,no
19.58,13.0,16.0,36.0,female,hispanic,yes,no,education,no
16.63,13.0,19.0,42.0,female,asian,no,no,healthcare,yes
16.5,14.0,17.0,40.0,male,black,no,no,manufacturing,yes
21.72,12.0,13.0,31.0,male,asian,no,yes,manufacturing,no
27.97,20.0,13.0,43.0,female,asian,yes,no,manufacturing,no
18.54,16.0,21.0,42.0,female,black,yes,no,manufacturing,no
19.63,13.0,14.0,32.0,male,white,yes,no,education,no
23.44,13.0,24.0,46.0,female,white,no,yes,services,no
31.87,19.0,3.0,24.0,male,asian,no,no,services,no
18.98,15.0,29.0,49.0,male,white,yes,yes,services,no
10.75,8.0,11.0,29.0,male,asian,yes,no,manufacturing,no
27.48,14.0,11.0,30.0,female,white,no,no,manufacturing,no
27.96,16.0,7.0,30.0,female,white,no,no,manufacturing,no
28.45,19.0,26.0,57.0,female,white,no,no,services,yes
13.96,11.0,13.0,26.0,male,white,yes,no,manufacturing,no
22.06,14.0,8.0,24.0,male,black,yes,no,government,yes
31.58,21.0,12.0,42.0,female,white,yes,no,education,no
18.27,15.0,6.0,23.0,male,white,yes,no,manufacturing,no
21.35,14.0,16.0,29.0,male,white,no,no,manufacturing,no
17.69,13.0,16.0,33.0,female,white,yes,no,manufacturing,no
21.53,14.0,2.0,18.0,female,white,no,no,healthcare,no
29.71,17.0,11.0,33.0,male,white,yes,no,education,no
11.95,15.0,6.0,32.0,female,white,yes,yes,services,no
23.34,19.0,16.0,39.0,female,white,no,no,services,no
24.27,17.0,21.0,46.0,female,white,no,no,services,no
19.85,14.0,13.0,38.0,male,black,yes,no,services,no
29.45,16.0,4.0,33.0,male,white,yes,no,services,no
29.86,18.0,16.0,44.0,male,white,yes,yes,services,yes
14.73,18.0,2.0,20.0,female,white,no,no,services,no
10.0,10.0,18.0,37.0,female,asian,yes,no,services,no
22.83,16.0,21.0,42.0,male,white,yes,no,manufacturing,yes
18.84,15.0,14.0,41.0,female,hispanic,no,no,services,no
23.24,14.0,16.0,34.0,female,other,no,yes,services,no
30.84,17.0,26.0,39.0,female,hispanic,no,no,manufacturing,no
19.93,20.0,21.0,48.0,female,asian,no,no,services,no
10.83,12.0,25.0,46.0,female,hispanic,yes,no,education,no
16.12,12.0,37.0,48.0,male,hispanic,no,no,services,no
30.73,17.0,25.0,48.0,female,white,no,no,education,no
15.36,20.0,0.0,24.0,female,white,yes,yes,healthcare,no
17.99,15.0,34.0,54.0,female,white,yes,no,healthcare,no
10.8,14.0,16.0,39.0,female,white,yes,yes,services,no
24.76,15.0,5.0,25.0,male,white,yes,yes,manufacturing,no
20.05,15.0,16.0,39.0,female,asian,yes,no,manufacturing,no
25.61,19.0,21.0,44.0,female,black,yes,no,services,no
18.79,18.0,4.0,31.0,female,other,no,no,healthcare,no
28.89,15.0,24.0,46.0,male,hispanic,no,no,services,no
22.1,14.0,0.0,28.0,male,hispanic,no,no,healthcare,no
22.94,18.0,24.0,50.0,male,white,no,no,services,yes
19.55,16.0,18.0,40.0,female,white,no,no,services,no
18.07,14.0,4.0,29.0,female,asian,no,yes,manufacturing,no
15.51,15.0,15.0,26.0,male,white,yes,no,manufacturing,no
16.74,12.0,14.0,30.0,male,white,no,yes,manufacturing,no
24.56,17.0,32.0,58.0,male,white,yes,no,manufacturing,no
29.58,14.0,13.0,37.0,male,white,no,yes,healthcare,no
11.2,13.0,14.0,32.0,male,white,yes,no,healthcare,no
15.87,11.0,20.0,39.0,male,white,no,no,manufacturing,yes
28.18,18.0,4.0,19.0,male,hispanic,no,no,healthcare,no
24.97,16.0,22.0,46.0,female,asian,no,no,manufacturing,no
11.03,8.0,6.0,18.0,female,white,yes,no,services,no
10.0,12.0,4.0,18.0,female,black,no,no,education,no
18.46,12.0,5.0,20.0,female,white,yes,yes,education,no
33.67,17.0,1.0,29.0,male,white,no,no,education,yes
10.41,14.0,10.0,33.0,male,white,yes,yes,manufacturing,yes
40.11,18.0,17.0,46.0,male,black,no,no,services,yes
20.25,13.0,20.0,40.0,male,black,yes,no,services,no
21.59,17.0,26.0,51.0,female,white,yes,no,services,yes
14.28,14.0,17.0,35.0,female,asian,no,yes,education,yes
24.63,17.0,33.0,62.0,female,black,yes,yes,healthcare,no
14.28,12.0,26.0,35.0,male,white,yes,no,manufacturing,no
23.75,12.0,8.0,22.0,male,white,no,no,manufacturing,no
19.95,16.0,11.0,36.0,female,asian,no,no,services,no
13.81,17.0,2.0,22.0,male,white,yes,no,manufacturing,no
29.69,16.0,24.0,45.0,male,white,yes,no,manufacturing,no
15.91,14.0,19.0,39.0,female,black,no,yes,services,no
17.77,13.0,13.0,32.0,female,hispanic,no,no,healthcare,no
17.64,17.0,10.0,38.0,female,white,no,no,healthcare,no
25.75,17.0,24.0,46.0,female,white,yes,no,manufacturing,no
23.97,17.0,19.0,43.0,female,white,no,no,healthcare,yes
18.49,17.0,10.0,31.0,male,white,yes,no,healthcare,yes
20.73,17.0,4.0,33.0,female,white,yes,yes,government,no
10.0,14.0,21.0,44.0,male,hispanic,yes,yes,government,no
12.97,13.0,6.0,24.0,female,black,no,no,education,no
14.07,13.0,5.0,19.0,male,white,yes,no,services,no
15.74,13.0,0.0,31.0,male,white,yes,no,services,no
14.99,12.0,16.0,41.0,female,hispanic,yes,yes,healthcare,no
20.43,13.0,27.0,47.0,female,other,yes,no,healthcare,no
15.17,13.0,15.0,40.0,female,black,no,no,education,no
17.55,16.0,18.0,42.0,female,hispanic,yes,no,services,no
25.6,12.0,11.0,36.0,female,white,yes,yes,services,yes
23.25,16.0,13.0,27.0,male,hispanic,yes,no,manufacturing,no
20.96,14.0,12.0,34.0,male,white,yes,no,manufacturing,yes
15.21,13.0,10.0,28.0,female,white,yes,no,services,no
10.0,14.0,23.0,37.0,female,asian,no,yes,manufacturing,yes
23.9,14.0,7.0,31.0,female,white,no,no,education,no
29.85,17.0,7.0,28.0,male,hispanic,no,no,services,no
13.7,9.0,13.0,25.0,male,white,yes,no,manufacturing,no
21.08,17.0,5.0,28.0,female,hispanic,yes,no,education,no
30.92,17.0,8.0,29.0,male,white,yes,no,services,no
16.15,13.0,18.0,40.0,female,black,no,no,services,no
11.54,15.0,21.0,46.0,female,white,yes,yes,services,no
18.1,13.0,33.0,47.0,female,white,no,no,healthcare,no
18.0,15.0,18.0,41.0,female,white,yes,yes,healthcare,yes
30.02,18.0,16.0,49.0,female,black,no,no,healthcare,no
14.99,16.0,5.0,29.0,female,white,yes,no,healthcare,no
11.39,11.0,8.0,25.0,female,black,yes,yes,services,yes
20.56,18.0,20.0,41.0,male,white,yes,no,services,yes
10.88,11.0,4.0,19.0,male,white,yes,no,education,yes
14.12,11.0,21.0,32.0,female,white,no,no,education,no
24.61,14.0,23.0,45.0,female,white,yes,no,healthcare,no
24.17,15.0,15.0,31.0,female,black,yes,no,healthcare,no
13.09,11.0,17.0,30.0,male,white,yes,no,services,no
17.62,19.0,1.0,26.0,female,black,yes,no,education,no
19.9,12.0,1.0,22.0,female,asian,yes,no,services,no
25.02,19.0,10.0,32.0,female,white,yes,no,education,yes
13.39,16.0,16.0,40.0,male,white,yes,yes,government,no
16.48,13.0,8.0,30.0,male,white,yes,yes,services,no
15.29,16.0,16.0,36.0,female,white,no,no,education,no
22.75,12.0,13.0,37.0,male,white,no,no,manufacturing,no
28.59,16.0,38.0,65.0,female,white,no,no,services,yes
21.85,17.0,6.0,31.0,female,white,yes,no,healthcare,no
18.66,12.0,0.0,19.0,female,hispanic,yes,no,manufacturing,yes
21.71,13.0,13.0,33.0,female,black,yes,no,manufacturing,no
10.0,12.0,19.0,32.0,female,white,no,no,healthcare,no
15.99,16.0,7.0,23.0,male,asian,no,no,services,yes
11.69,13.0,20.0,37.0,female,white,yes,no,healthcare,yes
16.95,14.0,28.0,45.0,female,other,no,yes,services,no
28.12,17.0,23.0,49.0,female,white,no,no,healthcare,no
22.53,13.0,25.0,41.0,male,black,no,no,healthcare,no
14.95,16.0,13.0,44.0,female,hispanic,no,no,manufacturing,yes
18.33,13.0,19.0,49.0,female,white,yes,no,services,no
15.37,14.0,14.0,37.0,female,white,no,no,manufacturing,no
24.92,13.0,12.0,26.0,female,white,yes,no,healthcare,no
16.97,12.0,8.0,29.0,male,black,yes,no,government,no
24.79,13.0,24.0,41.0,female,black,yes,no,services,no
15.11,12.0,6.0,27.0,female,hispanic,yes,no,healthcare,no
20.58,18.0,7.0,33.0,female,white,yes,no,healthcare,yes
12.32,11.0,8.0,38.0,female,hispanic,yes,no,services,no
27.53,13.0,13.0,39.0,male,white,yes,no,services,no
18.81,13.0,18.0,35.0,male,hispanic,no,no,healthcare,no
15.53,10.0,12.0,33.0,female,white,no,no,services,no
21.27,11.0,22.0,38.0,male,white,no,no,government,yes
15.67,16.0,8.0,35.0,male,asian,yes,no,manufacturing,no
17.82,13.0,0.0,21.0,female,white,no,no,services,yes
13.1,15.0,2.0,25.0,female,hispanic,no,yes,services,yes
17.93,12.0,2.0,21.0,female,asian,yes,no,education,no
15.34,11.0,26.0,42.0,male,white,no,no,manufacturing,no
14.64,13.0,27.0,50.0,male,white,no,no,manufacturing,yes
15.75,15.0,20.0,44.0,male,white,no,no,services,no
22.77,13.0,24.0,45.0,male,black,no,yes,manufacturing,no
23.69,13.0,10.0,30.0,female,black,yes,no,services,no
23.94,17.0,13.0,36.0,male,white,yes,no,manufacturing,no
15.82,14.0,2.0,22.0,male,asian,yes,no,healthcare,no
13.86,11.0,12.0,31.0,female,asian,no,no,services,no
23.69,15.0,23.0,41.0,male,white,yes,no,manufacturing,no
25.69,16.0,15.0,40.0,female,white,no,no,services,no
20.1,15.0,20.0,50.0,male,asian,yes,no,services,no
23.11,13.0,13.0,28.0,male,white,yes,no,manufacturing,no
16.6,11.0,25.0,39.0,female,white,yes,no,education,no
11.96,14.0,14.0,39.0,female,black,yes,no,government,no
30.3,16.0,28.0,56.0,male,white,no,no,education,no
18.25,16.0,12.0,33.0,female,white,yes,no,education,no
18.49,17.0,17.0,45.0,female,white,yes,no,services,no
26.09,11.0,26.0,43.0,male,asian,yes,no,manufacturing,yes
18.08,15.0,12.0,41.0,male,white,no,no,services,no
16.65,12.0,17.0,35.0,male,other,yes,no,healthcare,no
24.01,18.0,19.0,43.0,male,black,yes,no,services,no
24.0,17.0,9.0,23.0,female,white,yes,no,services,yes
11.17,14.0,0.0,23.0,female,white,no,no,services,no
27.34,14.0,5.0,26.0,male,white,yes,no,education,no
22.34,14.0,5.0,31.0,male,asian,yes,no,education,no
19.78,16.0,3.0,25.0,male,white,yes,yes,manufacturing,no
22.2,16.0,11.0,33.0,female,white,no,no,education,no
17.92,10.0,14.0,30.0,female,white,no,yes,manufacturing,no
18.69,17.0,17.0,48.0,male,black,yes,no,manufacturing,no
14.41,13.0,25.0,41.0,female,black,yes,no,manufacturing,no
14.77,12.0,12.0,30.0,female,white,no,no,services,no
11.29,13.0,10.0,35.0,male,white,no,no,manufacturing,no
22.3,13.0,22.0,40.0,male,white,yes,no,services,no
13.62,14.0,1.0,18.0,male,hispanic,yes,no,manufacturing,no
19.06,11.0,35.0,45.0,male,asian,no,no,healthcare,no
33.46,22.0,20.0,55.0,female,white,yes,no,manufacturing,yes
19.3,13.0,20.0,38.0,male,asian,no,no,manufacturing,yes
19.74,15.0,14.0,33.0,male,white,yes,no,manufacturing,no
15.42,15.0,9.0,32.0,male,hispanic,yes,no,manufacturing,no
16.62,15.0,22.0,42.0,female,black,yes,no,healthcare,no
27.81,17.0,24.0,38.0,male,asian,yes,yes,services,yes
19.19,13.0,11.0,24.0,male,white,yes,no,education,no
16.4,15.0,17.0,34.0,male,white,yes,no,healthcare,yes
10.0,13.0,0.0,18.0,male,white,no,no,education,no
21.7,16.0,13.0,29.0,female,hispanic,no,no,manufacturing,no
20.87,13.0,10.0,34.0,female,white,yes,no,education,no
21.55,15.0,7.0,29.0,female,hispanic,no,no,services,no
20.39,16.0,5.0,21.0,female,white,no,no,services,no
20.03,17.0,4.0,19.0,female,white,no,no,education,no
28.69,16.0,12.0,31.0,female,hispanic,no,no,healthcare,no
13.55,16.0,18.0,35.0,male,black,no,no,services,no
19.09,17.0,14.0,37.0,male,white,no,no,healthcare,no
15.26,12.0,6.0,20.0,male,white,yes,no,services,no
16.62,16.0,17.0,38.0,male,black,yes,yes,manufacturing,yes
18.0,15.0,21.0,44.0,female,white,no,no,services,no
31.04,17.0,27.0,59.0,male,asian,yes,no,manufacturing,no
29.77,17.0,22.0,50.0,female,white,yes,no,education,no
28.64,16.0,30.0,44.0,male,white,no,no,education,yes
24.23,17.0,11.0,36.0,male,hispanic,no,yes,healthcare,no
16.16,19.0,19.0,40.0,female,white,no,yes,education,no
10.0,9.0,10.0,34.0,female,asian,no,no,government,yes
24.12,14.0,21.0,40.0,female,white,no,no,services,yes
30.04,16.0,23.0,39.0,male,white,yes,no,services,no
17.75,17.0,0.0,21.0,female,white,no,no,services,no
20.69,13.0,3.0,19.0,female,white,no,no,services,no
21.5,11.0,20.0,39.0,female,white,yes,no,manufacturing,no
28.21,19.0,22.0,51.0,male,white,no,no,healthcare,no
13.79,13.0,14.0,36.0,female,asian,yes,no,healthcare,no
13.71,15.0,0.0,18.0,male,hispanic,yes,no,healthcare,no
22.81,13.0,19.0,36.0,female,white,no,no,manufacturing,no
18.99,14.0,0.0,24.0,female,asian,no,no,healthcare,yes
22.58,16.0,17.0,32.0,female,white,yes,no,services,no
27.1,21.0,25.0,53.0,female,black,no,no,services,no
10.0,14.0,8.0,32.0,female,hispanic,no,no,manufacturing,no
24.33,17.0,11.0,39.0,male,hispanic,yes,no,manufacturing,yes
29.63,18.0,14.0,37.0,female,white,yes,no,manufacturing,no
20.42,19.0,14.0,45.0,male,white,no,no,services,no
10.46,17.0,7.0,28.0,female,black,no,yes,services,no
31.27,17.0,29.0,54.0,male,other,yes,no,education,no
12.69,13.0,6.0,27.0,female,white,yes,no,services,yes
29.55,16.0,11.0,36.0,male,white,yes,no,manufacturing,yes
29.6,18.0,14.0,43.0,female,hispanic,yes,no,healthcare,no
11.69,15.0,6.0,29.0,male,black,yes,no,services,no
23.06,15.0,17.0,38.0,male,hispanic,yes,yes,services,yes
20.26,14.0,16.0,31.0,male,white,yes,yes,manufacturing,no
